chain_name;hotel_name;description;email;country;city;street;number;room_type;capacity;price;room_number;checkin;checkout;status;rating;comment;review_date
Hyatt;Hyatt City Inn;City Inn description;info726@hotel.com;Ukraine;Dnipro;Shevchenka;32;Double;3;241;57;2024-05-17;2024-05-20;confirmed;1;Good hotel;2024-05-17
Radisson;Radisson City Inn;City Inn description;info727@hotel.com;Ukraine;Odesa;Shevchenka;10;Double;2;272;70;2024-10-22;2024-10-29;checked-in;3;Good hotel;2024-10-22
Marriott;Marriott Grand Hotel;Grand Hotel description;info728@hotel.com;Ukraine;Kyiv;Shevchenka;45;Single;4;94;179;2024-01-28;2024-01-31;pending;3;Good hotel;2024-01-28
Radisson;Radisson Grand Hotel;Grand Hotel description;info729@hotel.com;Ukraine;Lviv;Shevchenka;20;Double;1;177;15;2024-04-12;2024-04-14;confirmed;2;Good hotel;2024-04-12
Hilton;Hilton Grand Hotel;Grand Hotel description;info730@hotel.com;Ukraine;Dnipro;Shevchenka;25;Single;2;294;31;2024-06-23;2024-06-27;confirmed;4;Good hotel;2024-06-23
Accor;Accor Sea View;Sea View description;info731@hotel.com;Ukraine;Odesa;Shevchenka;6;Suite;4;182;295;2024-01-25;2024-01-28;confirmed;3;Good hotel;2024-01-25
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info732@hotel.com;Ukraine;Lviv;Shevchenka;59;Double;2;124;267;2024-07-23;2024-07-27;checked-in;3;Good hotel;2024-07-23
Hilton;Hilton Mountain Resort;Mountain Resort description;info733@hotel.com;Ukraine;Kyiv;Shevchenka;74;Single;3;59;147;2024-08-27;2024-09-03;confirmed;2;Good hotel;2024-08-27
Marriott;Marriott City Inn;City Inn description;info734@hotel.com;Ukraine;Dnipro;Shevchenka;65;Single;3;260;2;2024-06-30;2024-07-03;checked-out;1;Good hotel;2024-06-30
Hilton;Hilton City Inn;City Inn description;info735@hotel.com;Ukraine;Odesa;Shevchenka;80;Single;2;80;55;2024-05-24;2024-05-31;confirmed;2;Good hotel;2024-05-24
Radisson;Radisson Sea View;Sea View description;info736@hotel.com;Ukraine;Lviv;Shevchenka;22;Double;2;158;384;2024-07-26;2024-07-28;pending;1;Good hotel;2024-07-26
Hilton;Hilton Sea View;Sea View description;info737@hotel.com;Ukraine;Odesa;Shevchenka;34;Double;2;160;263;2024-01-24;2024-01-29;checked-in;5;Good hotel;2024-01-24
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info738@hotel.com;Ukraine;Kyiv;Shevchenka;99;Double;1;251;246;2024-08-21;2024-08-27;checked-in;2;Good hotel;2024-08-21
Hilton;Hilton Mountain Resort;Mountain Resort description;info739@hotel.com;Ukraine;Lviv;Shevchenka;52;Double;2;77;444;2024-06-30;2024-07-03;checked-in;3;Good hotel;2024-06-30
Radisson;Radisson Sea View;Sea View description;info740@hotel.com;Ukraine;Kyiv;Shevchenka;70;Double;2;107;178;2024-12-06;2024-12-12;confirmed;2;Good hotel;2024-12-06
Hyatt;Hyatt City Inn;City Inn description;info741@hotel.com;Ukraine;Lviv;Shevchenka;64;Double;3;61;349;2024-08-04;2024-08-08;pending;4;Good hotel;2024-08-04
Hilton;Hilton Sea View;Sea View description;info742@hotel.com;Ukraine;Kyiv;Shevchenka;62;Double;3;259;431;2024-07-03;2024-07-09;checked-in;2;Good hotel;2024-07-03
Hilton;Hilton City Inn;City Inn description;info743@hotel.com;Ukraine;Dnipro;Shevchenka;60;Single;1;219;495;2024-10-10;2024-10-12;checked-out;5;Good hotel;2024-10-10
Radisson;Radisson Grand Hotel;Grand Hotel description;info744@hotel.com;Ukraine;Lviv;Shevchenka;34;Suite;1;168;105;2024-09-12;2024-09-14;pending;5;Good hotel;2024-09-12
Marriott;Marriott City Inn;City Inn description;info745@hotel.com;Ukraine;Odesa;Shevchenka;76;Double;2;158;470;2024-07-10;2024-07-15;checked-out;4;Good hotel;2024-07-10
Accor;Accor City Inn;City Inn description;info746@hotel.com;Ukraine;Odesa;Shevchenka;74;Double;1;154;364;2024-02-17;2024-02-24;pending;3;Good hotel;2024-02-17
Radisson;Radisson City Inn;City Inn description;info747@hotel.com;Ukraine;Dnipro;Shevchenka;49;Suite;3;300;234;2024-08-05;2024-08-11;confirmed;1;Good hotel;2024-08-05
Hyatt;Hyatt City Inn;City Inn description;info748@hotel.com;Ukraine;Odesa;Shevchenka;59;Single;3;204;423;2024-04-23;2024-04-29;confirmed;5;Good hotel;2024-04-23
Marriott;Marriott City Inn;City Inn description;info749@hotel.com;Ukraine;Odesa;Shevchenka;76;Single;3;173;259;2024-07-20;2024-07-22;checked-in;4;Good hotel;2024-07-20
Hilton;Hilton City Inn;City Inn description;info750@hotel.com;Ukraine;Dnipro;Shevchenka;8;Single;3;66;201;2024-05-22;2024-05-23;checked-in;5;Good hotel;2024-05-22
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info751@hotel.com;Ukraine;Lviv;Shevchenka;75;Suite;2;158;299;2024-07-11;2024-07-16;confirmed;1;Good hotel;2024-07-11
Marriott;Marriott City Inn;City Inn description;info752@hotel.com;Ukraine;Lviv;Shevchenka;17;Suite;3;109;284;2024-10-17;2024-10-22;checked-out;2;Good hotel;2024-10-17
Hyatt;Hyatt Sea View;Sea View description;info753@hotel.com;Ukraine;Dnipro;Shevchenka;9;Suite;4;102;323;2024-10-05;2024-10-11;checked-in;4;Good hotel;2024-10-05
Radisson;Radisson Mountain Resort;Mountain Resort description;info754@hotel.com;Ukraine;Dnipro;Shevchenka;42;Suite;2;173;350;2024-02-08;2024-02-12;confirmed;4;Good hotel;2024-02-08
Radisson;Radisson Mountain Resort;Mountain Resort description;info755@hotel.com;Ukraine;Lviv;Shevchenka;23;Single;2;182;432;2024-03-31;2024-04-06;pending;1;Good hotel;2024-03-31
Hilton;Hilton City Inn;City Inn description;info756@hotel.com;Ukraine;Lviv;Shevchenka;54;Double;2;275;278;2024-02-28;2024-03-01;pending;4;Good hotel;2024-02-28
Accor;Accor Sea View;Sea View description;info757@hotel.com;Ukraine;Dnipro;Shevchenka;11;Suite;1;284;466;2024-02-24;2024-03-01;pending;4;Good hotel;2024-02-24
Marriott;Marriott Sea View;Sea View description;info758@hotel.com;Ukraine;Kyiv;Shevchenka;85;Suite;2;208;235;2024-10-21;2024-10-23;checked-out;5;Good hotel;2024-10-21
Hilton;Hilton Mountain Resort;Mountain Resort description;info759@hotel.com;Ukraine;Kyiv;Shevchenka;14;Single;3;104;397;2024-06-14;2024-06-15;checked-out;5;Good hotel;2024-06-14
Radisson;Radisson Sea View;Sea View description;info760@hotel.com;Ukraine;Dnipro;Shevchenka;54;Single;4;114;347;2024-11-24;2024-11-28;pending;1;Good hotel;2024-11-24
Radisson;Radisson Sea View;Sea View description;info761@hotel.com;Ukraine;Odesa;Shevchenka;79;Single;4;213;227;2024-10-30;2024-11-05;confirmed;5;Good hotel;2024-10-30
Hilton;Hilton City Inn;City Inn description;info762@hotel.com;Ukraine;Kyiv;Shevchenka;76;Double;1;124;40;2024-06-30;2024-07-03;checked-out;3;Good hotel;2024-06-30
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info763@hotel.com;Ukraine;Odesa;Shevchenka;39;Double;2;282;19;2024-04-01;2024-04-07;checked-in;2;Good hotel;2024-04-01
Hilton;Hilton Sea View;Sea View description;info764@hotel.com;Ukraine;Kyiv;Shevchenka;4;Double;4;138;120;2024-07-13;2024-07-18;confirmed;1;Good hotel;2024-07-13
Marriott;Marriott Mountain Resort;Mountain Resort description;info765@hotel.com;Ukraine;Lviv;Shevchenka;42;Single;2;212;483;2024-08-28;2024-09-01;checked-out;1;Good hotel;2024-08-28
Marriott;Marriott Grand Hotel;Grand Hotel description;info766@hotel.com;Ukraine;Dnipro;Shevchenka;94;Suite;4;120;366;2024-08-04;2024-08-06;confirmed;4;Good hotel;2024-08-04
Marriott;Marriott Sea View;Sea View description;info767@hotel.com;Ukraine;Odesa;Shevchenka;40;Suite;1;262;89;2024-03-18;2024-03-22;confirmed;1;Good hotel;2024-03-18
Hilton;Hilton Grand Hotel;Grand Hotel description;info768@hotel.com;Ukraine;Odesa;Shevchenka;70;Single;3;210;137;2024-11-24;2024-11-26;pending;3;Good hotel;2024-11-24
Hyatt;Hyatt Sea View;Sea View description;info769@hotel.com;Ukraine;Lviv;Shevchenka;6;Double;4;239;341;2024-08-08;2024-08-14;checked-in;1;Good hotel;2024-08-08
Accor;Accor Grand Hotel;Grand Hotel description;info770@hotel.com;Ukraine;Dnipro;Shevchenka;41;Double;2;141;290;2024-05-30;2024-06-03;confirmed;3;Good hotel;2024-05-30
Marriott;Marriott Mountain Resort;Mountain Resort description;info771@hotel.com;Ukraine;Dnipro;Shevchenka;51;Suite;1;294;226;2024-04-28;2024-05-04;checked-out;2;Good hotel;2024-04-28
Radisson;Radisson Grand Hotel;Grand Hotel description;info772@hotel.com;Ukraine;Odesa;Shevchenka;42;Double;3;120;1;2024-04-05;2024-04-11;pending;3;Good hotel;2024-04-05
Hilton;Hilton Mountain Resort;Mountain Resort description;info773@hotel.com;Ukraine;Kyiv;Shevchenka;36;Single;2;125;29;2024-07-27;2024-07-31;confirmed;4;Good hotel;2024-07-27
Hilton;Hilton City Inn;City Inn description;info774@hotel.com;Ukraine;Dnipro;Shevchenka;17;Double;4;82;248;2024-02-08;2024-02-12;checked-in;1;Good hotel;2024-02-08
Radisson;Radisson City Inn;City Inn description;info775@hotel.com;Ukraine;Lviv;Shevchenka;73;Single;4;201;22;2024-05-07;2024-05-08;checked-in;1;Good hotel;2024-05-07
Radisson;Radisson Grand Hotel;Grand Hotel description;info776@hotel.com;Ukraine;Dnipro;Shevchenka;86;Single;4;252;319;2024-11-20;2024-11-22;checked-in;1;Good hotel;2024-11-20
Hilton;Hilton City Inn;City Inn description;info777@hotel.com;Ukraine;Dnipro;Shevchenka;26;Double;4;160;386;2024-02-03;2024-02-06;confirmed;1;Good hotel;2024-02-03
Hyatt;Hyatt City Inn;City Inn description;info778@hotel.com;Ukraine;Lviv;Shevchenka;95;Single;3;118;242;2024-07-17;2024-07-21;pending;5;Good hotel;2024-07-17
Hilton;Hilton City Inn;City Inn description;info779@hotel.com;Ukraine;Lviv;Shevchenka;30;Suite;1;161;349;2024-06-23;2024-06-25;pending;3;Good hotel;2024-06-23
Hyatt;Hyatt Sea View;Sea View description;info780@hotel.com;Ukraine;Dnipro;Shevchenka;84;Suite;4;210;89;2024-12-13;2024-12-15;confirmed;3;Good hotel;2024-12-13
Radisson;Radisson Mountain Resort;Mountain Resort description;info781@hotel.com;Ukraine;Kyiv;Shevchenka;30;Double;3;157;389;2024-01-21;2024-01-24;confirmed;2;Good hotel;2024-01-21
Radisson;Radisson Grand Hotel;Grand Hotel description;info782@hotel.com;Ukraine;Kyiv;Shevchenka;60;Double;4;128;20;2024-04-13;2024-04-14;checked-in;1;Good hotel;2024-04-13
Hilton;Hilton Grand Hotel;Grand Hotel description;info783@hotel.com;Ukraine;Kyiv;Shevchenka;57;Suite;3;192;409;2024-01-31;2024-02-07;checked-in;4;Good hotel;2024-01-31
Hilton;Hilton Mountain Resort;Mountain Resort description;info784@hotel.com;Ukraine;Dnipro;Shevchenka;47;Double;4;97;16;2024-07-07;2024-07-11;checked-in;4;Good hotel;2024-07-07
Radisson;Radisson Sea View;Sea View description;info785@hotel.com;Ukraine;Lviv;Shevchenka;35;Double;2;113;24;2024-03-08;2024-03-13;pending;5;Good hotel;2024-03-08
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info786@hotel.com;Ukraine;Lviv;Shevchenka;54;Single;4;261;166;2024-01-28;2024-02-02;checked-in;5;Good hotel;2024-01-28
Accor;Accor Mountain Resort;Mountain Resort description;info787@hotel.com;Ukraine;Odesa;Shevchenka;50;Suite;3;102;290;2024-07-22;2024-07-28;checked-out;5;Good hotel;2024-07-22
Radisson;Radisson Grand Hotel;Grand Hotel description;info788@hotel.com;Ukraine;Odesa;Shevchenka;80;Suite;3;181;71;2024-02-12;2024-02-19;pending;4;Good hotel;2024-02-12
Accor;Accor Sea View;Sea View description;info789@hotel.com;Ukraine;Kyiv;Shevchenka;69;Suite;3;275;480;2024-11-09;2024-11-14;pending;2;Good hotel;2024-11-09
Hilton;Hilton Grand Hotel;Grand Hotel description;info790@hotel.com;Ukraine;Odesa;Shevchenka;7;Suite;2;178;380;2024-05-25;2024-05-29;checked-out;2;Good hotel;2024-05-25
Radisson;Radisson Sea View;Sea View description;info791@hotel.com;Ukraine;Odesa;Shevchenka;73;Single;3;56;219;2024-11-05;2024-11-08;pending;4;Good hotel;2024-11-05
Hilton;Hilton City Inn;City Inn description;info792@hotel.com;Ukraine;Odesa;Shevchenka;75;Single;1;190;164;2024-08-27;2024-08-30;checked-out;4;Good hotel;2024-08-27
Marriott;Marriott City Inn;City Inn description;info793@hotel.com;Ukraine;Odesa;Shevchenka;87;Double;1;161;460;2024-02-26;2024-02-27;pending;2;Good hotel;2024-02-26
Hyatt;Hyatt Sea View;Sea View description;info794@hotel.com;Ukraine;Lviv;Shevchenka;98;Double;4;209;290;2024-06-30;2024-07-07;pending;4;Good hotel;2024-06-30
Accor;Accor Mountain Resort;Mountain Resort description;info795@hotel.com;Ukraine;Lviv;Shevchenka;64;Single;1;158;265;2024-09-14;2024-09-16;pending;2;Good hotel;2024-09-14
Accor;Accor Grand Hotel;Grand Hotel description;info796@hotel.com;Ukraine;Lviv;Shevchenka;22;Double;1;291;93;2024-06-13;2024-06-14;checked-in;5;Good hotel;2024-06-13
Hyatt;Hyatt Sea View;Sea View description;info797@hotel.com;Ukraine;Dnipro;Shevchenka;51;Double;4;72;226;2024-03-14;2024-03-15;pending;5;Good hotel;2024-03-14
Hilton;Hilton Mountain Resort;Mountain Resort description;info798@hotel.com;Ukraine;Lviv;Shevchenka;51;Double;4;137;487;2024-10-17;2024-10-19;pending;4;Good hotel;2024-10-17
Radisson;Radisson Mountain Resort;Mountain Resort description;info799@hotel.com;Ukraine;Dnipro;Shevchenka;39;Double;1;86;497;2024-03-08;2024-03-12;pending;4;Good hotel;2024-03-08
Accor;Accor Mountain Resort;Mountain Resort description;info800@hotel.com;Ukraine;Odesa;Shevchenka;42;Single;4;261;226;2024-02-18;2024-02-22;pending;3;Good hotel;2024-02-18
Marriott;Marriott Sea View;Sea View description;info801@hotel.com;Ukraine;Lviv;Shevchenka;60;Suite;4;289;112;2024-03-14;2024-03-15;checked-in;2;Good hotel;2024-03-14
Radisson;Radisson Sea View;Sea View description;info802@hotel.com;Ukraine;Dnipro;Shevchenka;63;Double;2;94;192;2024-01-12;2024-01-18;checked-in;1;Good hotel;2024-01-12
Marriott;Marriott Sea View;Sea View description;info803@hotel.com;Ukraine;Odesa;Shevchenka;33;Suite;2;272;412;2024-10-01;2024-10-05;checked-out;1;Good hotel;2024-10-01
Accor;Accor Grand Hotel;Grand Hotel description;info804@hotel.com;Ukraine;Odesa;Shevchenka;33;Single;1;217;210;2024-02-17;2024-02-19;checked-out;2;Good hotel;2024-02-17
Radisson;Radisson Sea View;Sea View description;info805@hotel.com;Ukraine;Odesa;Shevchenka;43;Single;1;94;320;2024-05-10;2024-05-14;pending;5;Good hotel;2024-05-10
Hilton;Hilton City Inn;City Inn description;info806@hotel.com;Ukraine;Lviv;Shevchenka;21;Suite;4;258;272;2024-03-18;2024-03-24;confirmed;1;Good hotel;2024-03-18
Accor;Accor Mountain Resort;Mountain Resort description;info807@hotel.com;Ukraine;Lviv;Shevchenka;39;Single;2;276;5;2024-03-11;2024-03-12;pending;5;Good hotel;2024-03-11
Accor;Accor Sea View;Sea View description;info808@hotel.com;Ukraine;Kyiv;Shevchenka;16;Suite;2;269;186;2024-05-05;2024-05-10;pending;2;Good hotel;2024-05-05
Marriott;Marriott City Inn;City Inn description;info809@hotel.com;Ukraine;Kyiv;Shevchenka;35;Suite;4;201;89;2024-03-21;2024-03-24;confirmed;2;Good hotel;2024-03-21
Radisson;Radisson Mountain Resort;Mountain Resort description;info810@hotel.com;Ukraine;Kyiv;Shevchenka;72;Suite;4;96;120;2024-05-21;2024-05-23;confirmed;2;Good hotel;2024-05-21
Marriott;Marriott Sea View;Sea View description;info811@hotel.com;Ukraine;Odesa;Shevchenka;64;Double;4;152;446;2024-11-08;2024-11-11;confirmed;1;Good hotel;2024-11-08
Radisson;Radisson Sea View;Sea View description;info812@hotel.com;Ukraine;Lviv;Shevchenka;97;Double;4;295;374;2024-07-30;2024-08-02;confirmed;2;Good hotel;2024-07-30
Hilton;Hilton Grand Hotel;Grand Hotel description;info813@hotel.com;Ukraine;Kyiv;Shevchenka;47;Suite;3;244;312;2024-07-16;2024-07-19;confirmed;5;Good hotel;2024-07-16
Accor;Accor Sea View;Sea View description;info814@hotel.com;Ukraine;Lviv;Shevchenka;85;Single;1;123;357;2024-06-11;2024-06-13;checked-out;5;Good hotel;2024-06-11
Hilton;Hilton Mountain Resort;Mountain Resort description;info815@hotel.com;Ukraine;Dnipro;Shevchenka;40;Single;3;201;259;2024-12-03;2024-12-06;checked-in;3;Good hotel;2024-12-03
Radisson;Radisson Sea View;Sea View description;info816@hotel.com;Ukraine;Lviv;Shevchenka;33;Double;4;89;389;2024-04-06;2024-04-09;confirmed;4;Good hotel;2024-04-06
Marriott;Marriott Sea View;Sea View description;info817@hotel.com;Ukraine;Kyiv;Shevchenka;75;Single;3;290;384;2024-08-11;2024-08-14;pending;1;Good hotel;2024-08-11
Hyatt;Hyatt Sea View;Sea View description;info818@hotel.com;Ukraine;Kyiv;Shevchenka;33;Double;2;84;388;2024-11-05;2024-11-11;checked-in;1;Good hotel;2024-11-05
Marriott;Marriott Sea View;Sea View description;info819@hotel.com;Ukraine;Dnipro;Shevchenka;43;Suite;2;275;9;2024-08-07;2024-08-10;pending;1;Good hotel;2024-08-07
Hilton;Hilton Grand Hotel;Grand Hotel description;info820@hotel.com;Ukraine;Lviv;Shevchenka;66;Single;1;298;473;2024-07-29;2024-08-05;confirmed;4;Good hotel;2024-07-29
Hilton;Hilton Sea View;Sea View description;info821@hotel.com;Ukraine;Odesa;Shevchenka;81;Suite;3;228;446;2024-09-21;2024-09-22;confirmed;3;Good hotel;2024-09-21
Hilton;Hilton Mountain Resort;Mountain Resort description;info822@hotel.com;Ukraine;Lviv;Shevchenka;21;Single;2;213;143;2024-08-28;2024-08-29;checked-in;1;Good hotel;2024-08-28
Accor;Accor Grand Hotel;Grand Hotel description;info823@hotel.com;Ukraine;Kyiv;Shevchenka;41;Single;1;71;429;2024-06-16;2024-06-23;pending;2;Good hotel;2024-06-16
Marriott;Marriott Sea View;Sea View description;info824@hotel.com;Ukraine;Lviv;Shevchenka;93;Double;4;69;24;2024-06-30;2024-07-01;pending;2;Good hotel;2024-06-30
Hilton;Hilton City Inn;City Inn description;info825@hotel.com;Ukraine;Kyiv;Shevchenka;67;Suite;3;134;317;2024-11-06;2024-11-13;confirmed;2;Good hotel;2024-11-06
Hyatt;Hyatt City Inn;City Inn description;info826@hotel.com;Ukraine;Kyiv;Shevchenka;4;Suite;3;267;130;2024-05-03;2024-05-08;confirmed;2;Good hotel;2024-05-03
Accor;Accor Mountain Resort;Mountain Resort description;info827@hotel.com;Ukraine;Kyiv;Shevchenka;84;Suite;1;205;328;2024-04-15;2024-04-17;checked-in;3;Good hotel;2024-04-15
Accor;Accor City Inn;City Inn description;info828@hotel.com;Ukraine;Dnipro;Shevchenka;28;Double;3;196;260;2024-08-23;2024-08-30;checked-in;2;Good hotel;2024-08-23
Hilton;Hilton Mountain Resort;Mountain Resort description;info829@hotel.com;Ukraine;Lviv;Shevchenka;26;Single;4;290;70;2024-10-23;2024-10-27;confirmed;3;Good hotel;2024-10-23
Hyatt;Hyatt Sea View;Sea View description;info830@hotel.com;Ukraine;Odesa;Shevchenka;58;Double;4;54;149;2024-03-23;2024-03-29;confirmed;4;Good hotel;2024-03-23
Hyatt;Hyatt City Inn;City Inn description;info831@hotel.com;Ukraine;Kyiv;Shevchenka;32;Double;2;110;392;2024-06-04;2024-06-08;checked-out;2;Good hotel;2024-06-04
Marriott;Marriott Mountain Resort;Mountain Resort description;info832@hotel.com;Ukraine;Dnipro;Shevchenka;55;Single;3;282;388;2024-01-21;2024-01-23;checked-in;1;Good hotel;2024-01-21
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info833@hotel.com;Ukraine;Kyiv;Shevchenka;22;Single;4;250;102;2024-05-24;2024-05-26;checked-in;3;Good hotel;2024-05-24
Radisson;Radisson City Inn;City Inn description;info834@hotel.com;Ukraine;Odesa;Shevchenka;52;Double;2;137;151;2024-06-11;2024-06-12;checked-out;4;Good hotel;2024-06-11
Accor;Accor Mountain Resort;Mountain Resort description;info835@hotel.com;Ukraine;Dnipro;Shevchenka;66;Single;2;50;486;2024-06-09;2024-06-11;confirmed;2;Good hotel;2024-06-09
Accor;Accor City Inn;City Inn description;info836@hotel.com;Ukraine;Odesa;Shevchenka;28;Single;2;177;485;2024-09-04;2024-09-05;confirmed;3;Good hotel;2024-09-04
Radisson;Radisson Grand Hotel;Grand Hotel description;info837@hotel.com;Ukraine;Odesa;Shevchenka;25;Double;4;279;129;2024-02-29;2024-03-06;checked-out;5;Good hotel;2024-02-29
Accor;Accor City Inn;City Inn description;info838@hotel.com;Ukraine;Dnipro;Shevchenka;65;Suite;3;166;275;2024-02-02;2024-02-03;pending;1;Good hotel;2024-02-02
Radisson;Radisson Sea View;Sea View description;info839@hotel.com;Ukraine;Dnipro;Shevchenka;36;Double;4;91;380;2024-10-10;2024-10-17;pending;5;Good hotel;2024-10-10
Hilton;Hilton Sea View;Sea View description;info840@hotel.com;Ukraine;Odesa;Shevchenka;80;Single;1;153;248;2024-01-01;2024-01-07;confirmed;2;Good hotel;2024-01-01
Accor;Accor City Inn;City Inn description;info841@hotel.com;Ukraine;Kyiv;Shevchenka;96;Single;3;233;495;2024-03-29;2024-03-30;checked-in;1;Good hotel;2024-03-29
Hyatt;Hyatt Sea View;Sea View description;info842@hotel.com;Ukraine;Lviv;Shevchenka;13;Single;1;130;305;2024-02-10;2024-02-12;confirmed;4;Good hotel;2024-02-10
Hyatt;Hyatt Sea View;Sea View description;info843@hotel.com;Ukraine;Odesa;Shevchenka;73;Suite;3;297;238;2024-07-26;2024-08-02;pending;1;Good hotel;2024-07-26
Accor;Accor Sea View;Sea View description;info844@hotel.com;Ukraine;Lviv;Shevchenka;80;Suite;1;140;359;2024-04-09;2024-04-10;checked-out;3;Good hotel;2024-04-09
Marriott;Marriott Grand Hotel;Grand Hotel description;info845@hotel.com;Ukraine;Lviv;Shevchenka;32;Suite;3;128;122;2024-06-14;2024-06-18;pending;4;Good hotel;2024-06-14
Radisson;Radisson Mountain Resort;Mountain Resort description;info846@hotel.com;Ukraine;Dnipro;Shevchenka;74;Single;4;128;36;2024-03-15;2024-03-16;pending;2;Good hotel;2024-03-15
Marriott;Marriott Sea View;Sea View description;info847@hotel.com;Ukraine;Dnipro;Shevchenka;84;Single;3;147;223;2024-12-22;2024-12-24;checked-in;2;Good hotel;2024-12-22
Hilton;Hilton Mountain Resort;Mountain Resort description;info848@hotel.com;Ukraine;Dnipro;Shevchenka;42;Double;1;205;344;2024-09-14;2024-09-16;checked-in;5;Good hotel;2024-09-14
Marriott;Marriott Sea View;Sea View description;info849@hotel.com;Ukraine;Odesa;Shevchenka;35;Single;3;183;471;2024-08-02;2024-08-07;checked-out;2;Good hotel;2024-08-02
Accor;Accor Sea View;Sea View description;info850@hotel.com;Ukraine;Odesa;Shevchenka;19;Double;1;289;338;2024-01-31;2024-02-06;checked-out;2;Good hotel;2024-01-31
Accor;Accor City Inn;City Inn description;info851@hotel.com;Ukraine;Kyiv;Shevchenka;76;Single;1;250;445;2024-01-10;2024-01-12;confirmed;2;Good hotel;2024-01-10
Accor;Accor Mountain Resort;Mountain Resort description;info852@hotel.com;Ukraine;Dnipro;Shevchenka;74;Suite;1;264;301;2024-06-08;2024-06-14;checked-in;4;Good hotel;2024-06-08
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info853@hotel.com;Ukraine;Kyiv;Shevchenka;65;Double;4;53;348;2024-07-03;2024-07-06;checked-in;4;Good hotel;2024-07-03
Marriott;Marriott Grand Hotel;Grand Hotel description;info854@hotel.com;Ukraine;Dnipro;Shevchenka;16;Suite;3;155;342;2024-10-11;2024-10-14;pending;5;Good hotel;2024-10-11
Radisson;Radisson Mountain Resort;Mountain Resort description;info855@hotel.com;Ukraine;Dnipro;Shevchenka;51;Single;2;92;181;2024-04-30;2024-05-06;pending;2;Good hotel;2024-04-30
Accor;Accor Sea View;Sea View description;info856@hotel.com;Ukraine;Dnipro;Shevchenka;26;Double;2;227;85;2024-04-20;2024-04-22;confirmed;5;Good hotel;2024-04-20
Accor;Accor Grand Hotel;Grand Hotel description;info857@hotel.com;Ukraine;Dnipro;Shevchenka;87;Double;2;208;325;2024-11-06;2024-11-08;checked-out;4;Good hotel;2024-11-06
Marriott;Marriott City Inn;City Inn description;info858@hotel.com;Ukraine;Odesa;Shevchenka;65;Suite;4;112;483;2024-06-28;2024-06-30;confirmed;5;Good hotel;2024-06-28
Hilton;Hilton Grand Hotel;Grand Hotel description;info859@hotel.com;Ukraine;Lviv;Shevchenka;85;Single;1;214;264;2024-09-13;2024-09-18;checked-in;5;Good hotel;2024-09-13
Radisson;Radisson City Inn;City Inn description;info860@hotel.com;Ukraine;Odesa;Shevchenka;4;Single;2;163;59;2024-01-14;2024-01-20;pending;3;Good hotel;2024-01-14
Hilton;Hilton City Inn;City Inn description;info861@hotel.com;Ukraine;Odesa;Shevchenka;31;Double;3;106;498;2024-02-09;2024-02-11;pending;3;Good hotel;2024-02-09
Marriott;Marriott Mountain Resort;Mountain Resort description;info862@hotel.com;Ukraine;Dnipro;Shevchenka;39;Single;3;80;145;2024-07-26;2024-07-30;checked-in;3;Good hotel;2024-07-26
Accor;Accor Sea View;Sea View description;info863@hotel.com;Ukraine;Kyiv;Shevchenka;77;Suite;3;58;335;2024-11-05;2024-11-11;checked-in;2;Good hotel;2024-11-05
Hilton;Hilton City Inn;City Inn description;info864@hotel.com;Ukraine;Dnipro;Shevchenka;33;Suite;3;84;279;2024-08-14;2024-08-20;pending;4;Good hotel;2024-08-14
Accor;Accor Grand Hotel;Grand Hotel description;info865@hotel.com;Ukraine;Lviv;Shevchenka;100;Suite;2;125;290;2024-08-23;2024-08-30;confirmed;5;Good hotel;2024-08-23
Hilton;Hilton City Inn;City Inn description;info866@hotel.com;Ukraine;Odesa;Shevchenka;34;Double;3;112;237;2024-05-21;2024-05-24;pending;3;Good hotel;2024-05-21
Radisson;Radisson Mountain Resort;Mountain Resort description;info867@hotel.com;Ukraine;Lviv;Shevchenka;81;Single;2;215;354;2024-04-09;2024-04-13;confirmed;3;Good hotel;2024-04-09
Hyatt;Hyatt Sea View;Sea View description;info868@hotel.com;Ukraine;Dnipro;Shevchenka;98;Suite;1;81;226;2024-12-22;2024-12-29;checked-in;1;Good hotel;2024-12-22
Hilton;Hilton City Inn;City Inn description;info869@hotel.com;Ukraine;Dnipro;Shevchenka;75;Double;4;130;51;2024-01-26;2024-01-31;checked-out;5;Good hotel;2024-01-26
Radisson;Radisson City Inn;City Inn description;info870@hotel.com;Ukraine;Kyiv;Shevchenka;15;Suite;3;242;3;2024-08-30;2024-09-02;pending;4;Good hotel;2024-08-30
Accor;Accor City Inn;City Inn description;info871@hotel.com;Ukraine;Lviv;Shevchenka;71;Double;3;75;388;2024-04-01;2024-04-03;checked-out;1;Good hotel;2024-04-01
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info872@hotel.com;Ukraine;Lviv;Shevchenka;75;Suite;1;109;335;2024-02-11;2024-02-13;pending;4;Good hotel;2024-02-11
