id;chain_name;hotel_name;description;email;country;city;street;number;room_type;capacity;price;room_number;checkin;checkout;status;rating;comment;review_date
714;Hilton;Hilton Sea View;Sea View description;info714@hotel.com;Ukraine;Dnipro;Shevchenka;100;Single;4;117;214;2024-08-24;2024-08-28;confirmed;2;Good hotel;2024-08-24
715;Radisson;Radisson Grand Hotel;Grand Hotel description;info715@hotel.com;Ukraine;Dnipro;Shevchenka;81;Single;1;246;76;2024-10-09;2024-10-15;checked-in;1;Good hotel;2024-10-09
716;Accor;Accor Mountain Resort;Mountain Resort description;info716@hotel.com;Ukraine;Lviv;Shevchenka;29;Single;2;255;148;2024-10-26;2024-10-29;checked-out;5;Good hotel;2024-10-26
717;Marriott;Marriott City Inn;City Inn description;info717@hotel.com;Ukraine;Odesa;Shevchenka;74;Single;4;84;196;2024-07-28;2024-08-04;confirmed;3;Good hotel;2024-07-28
718;Hilton;Hilton City Inn;City Inn description;info718@hotel.com;Ukraine;Kyiv;Shevchenka;65;Double;4;232;297;2024-02-24;2024-02-26;checked-out;4;Good hotel;2024-02-24
719;Radisson;Radisson City Inn;City Inn description;info719@hotel.com;Ukraine;Dnipro;Shevchenka;28;Suite;4;254;216;2024-10-01;2024-10-06;confirmed;3;Good hotel;2024-10-01
720;Hyatt;Hyatt Sea View;Sea View description;info720@hotel.com;Ukraine;Dnipro;Shevchenka;13;Suite;4;175;205;2024-04-15;2024-04-22;confirmed;1;Good hotel;2024-04-15
721;Hilton;Hilton Mountain Resort;Mountain Resort description;info721@hotel.com;Ukraine;Odesa;Shevchenka;51;Double;2;231;224;2024-04-28;2024-05-04;checked-out;5;Good hotel;2024-04-28
722;Marriott;Marriott City Inn;City Inn description;info722@hotel.com;Ukraine;Odesa;Shevchenka;55;Suite;1;278;239;2024-03-07;2024-03-12;checked-in;1;Good hotel;2024-03-07
723;Hilton;Hilton City Inn;City Inn description;info723@hotel.com;Ukraine;Dnipro;Shevchenka;46;Single;4;176;492;2024-05-06;2024-05-11;checked-out;2;Good hotel;2024-05-06
724;Hilton;Hilton Mountain Resort;Mountain Resort description;info724@hotel.com;Ukraine;Lviv;Shevchenka;97;Suite;4;100;130;2024-11-06;2024-11-11;checked-out;4;Good hotel;2024-11-06
725;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info725@hotel.com;Ukraine;Dnipro;Shevchenka;48;Single;3;119;483;2024-01-09;2024-01-10;checked-out;5;Good hotel;2024-01-09
726;Accor;Accor Sea View;Sea View description;info726@hotel.com;Ukraine;Odesa;Shevchenka;88;Single;4;212;238;2024-11-21;2024-11-27;confirmed;2;Good hotel;2024-11-21
727;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info727@hotel.com;Ukraine;Odesa;Shevchenka;1;Single;4;281;340;2024-08-12;2024-08-15;pending;1;Good hotel;2024-08-12
728;Hyatt;Hyatt Sea View;Sea View description;info728@hotel.com;Ukraine;Lviv;Shevchenka;42;Single;4;227;71;2024-08-04;2024-08-06;checked-out;1;Good hotel;2024-08-04
729;Hilton;Hilton Grand Hotel;Grand Hotel description;info729@hotel.com;Ukraine;Dnipro;Shevchenka;51;Suite;2;141;361;2024-07-05;2024-07-10;checked-out;4;Good hotel;2024-07-05
730;Hyatt;Hyatt City Inn;City Inn description;info730@hotel.com;Ukraine;Kyiv;Shevchenka;42;Suite;4;270;459;2024-12-07;2024-12-08;checked-in;2;Good hotel;2024-12-07
731;Hyatt;Hyatt City Inn;City Inn description;info731@hotel.com;Ukraine;Odesa;Shevchenka;26;Double;2;98;147;2024-08-03;2024-08-04;confirmed;3;Good hotel;2024-08-03
732;Hyatt;Hyatt City Inn;City Inn description;info732@hotel.com;Ukraine;Lviv;Shevchenka;15;Suite;3;84;119;2024-06-20;2024-06-24;checked-out;5;Good hotel;2024-06-20
733;Accor;Accor Mountain Resort;Mountain Resort description;info733@hotel.com;Ukraine;Dnipro;Shevchenka;37;Double;3;224;373;2024-08-03;2024-08-10;checked-out;5;Good hotel;2024-08-03
734;Hilton;Hilton City Inn;City Inn description;info734@hotel.com;Ukraine;Odesa;Shevchenka;20;Single;2;121;291;2024-05-02;2024-05-09;pending;1;Good hotel;2024-05-02
735;Marriott;Marriott Sea View;Sea View description;info735@hotel.com;Ukraine;Kyiv;Shevchenka;61;Suite;4;246;6;2024-06-02;2024-06-05;checked-out;2;Good hotel;2024-06-02
736;Hyatt;Hyatt City Inn;City Inn description;info736@hotel.com;Ukraine;Lviv;Shevchenka;47;Suite;1;185;314;2024-04-17;2024-04-18;checked-in;5;Good hotel;2024-04-17
737;Marriott;Marriott Sea View;Sea View description;info737@hotel.com;Ukraine;Dnipro;Shevchenka;37;Double;2;255;213;2024-07-04;2024-07-05;pending;5;Good hotel;2024-07-04
738;Hilton;Hilton City Inn;City Inn description;info738@hotel.com;Ukraine;Lviv;Shevchenka;19;Single;4;156;374;2024-01-12;2024-01-17;checked-out;4;Good hotel;2024-01-12
739;Hilton;Hilton Mountain Resort;Mountain Resort description;info739@hotel.com;Ukraine;Dnipro;Shevchenka;34;Single;3;96;82;2024-04-10;2024-04-17;checked-in;5;Good hotel;2024-04-10
740;Radisson;Radisson Mountain Resort;Mountain Resort description;info740@hotel.com;Ukraine;Dnipro;Shevchenka;22;Single;3;88;404;2024-12-24;2024-12-25;checked-in;3;Good hotel;2024-12-24
741;Marriott;Marriott Sea View;Sea View description;info741@hotel.com;Ukraine;Odesa;Shevchenka;78;Suite;3;68;32;2024-12-08;2024-12-12;confirmed;4;Good hotel;2024-12-08
742;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info742@hotel.com;Ukraine;Kyiv;Shevchenka;52;Double;3;117;56;2024-10-08;2024-10-10;pending;3;Good hotel;2024-10-08
743;Accor;Accor City Inn;City Inn description;info743@hotel.com;Ukraine;Dnipro;Shevchenka;87;Single;3;218;218;2024-07-31;2024-08-03;checked-out;3;Good hotel;2024-07-31
744;Hilton;Hilton Sea View;Sea View description;info744@hotel.com;Ukraine;Odesa;Shevchenka;16;Double;1;80;423;2024-09-15;2024-09-18;pending;5;Good hotel;2024-09-15
745;Accor;Accor Mountain Resort;Mountain Resort description;info745@hotel.com;Ukraine;Odesa;Shevchenka;75;Suite;1;144;46;2024-12-15;2024-12-22;pending;2;Good hotel;2024-12-15
746;Hilton;Hilton Mountain Resort;Mountain Resort description;info746@hotel.com;Ukraine;Dnipro;Shevchenka;40;Suite;2;215;36;2024-12-28;2025-01-02;checked-in;3;Good hotel;2024-12-28
747;Hilton;Hilton Sea View;Sea View description;info747@hotel.com;Ukraine;Dnipro;Shevchenka;16;Suite;2;263;253;2024-10-18;2024-10-24;pending;1;Good hotel;2024-10-18
748;Radisson;Radisson Grand Hotel;Grand Hotel description;info748@hotel.com;Ukraine;Lviv;Shevchenka;86;Suite;3;220;456;2024-04-17;2024-04-24;checked-in;4;Good hotel;2024-04-17
749;Hyatt;Hyatt City Inn;City Inn description;info749@hotel.com;Ukraine;Lviv;Shevchenka;93;Suite;4;179;439;2024-03-25;2024-03-26;confirmed;3;Good hotel;2024-03-25
750;Marriott;Marriott Grand Hotel;Grand Hotel description;info750@hotel.com;Ukraine;Kyiv;Shevchenka;59;Double;1;143;399;2024-08-31;2024-09-01;confirmed;4;Good hotel;2024-08-31
751;Marriott;Marriott Sea View;Sea View description;info751@hotel.com;Ukraine;Kyiv;Shevchenka;66;Suite;1;242;157;2024-06-19;2024-06-26;pending;2;Good hotel;2024-06-19
752;Radisson;Radisson Mountain Resort;Mountain Resort description;info752@hotel.com;Ukraine;Odesa;Shevchenka;65;Single;1;232;360;2024-10-16;2024-10-18;checked-out;2;Good hotel;2024-10-16
753;Hyatt;Hyatt Sea View;Sea View description;info753@hotel.com;Ukraine;Odesa;Shevchenka;8;Double;3;236;185;2024-12-05;2024-12-06;checked-out;5;Good hotel;2024-12-05
754;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info754@hotel.com;Ukraine;Lviv;Shevchenka;73;Suite;1;189;485;2024-09-14;2024-09-21;checked-in;4;Good hotel;2024-09-14
755;Hilton;Hilton Mountain Resort;Mountain Resort description;info755@hotel.com;Ukraine;Dnipro;Shevchenka;62;Double;4;50;383;2024-04-23;2024-04-29;checked-out;4;Good hotel;2024-04-23
756;Hilton;Hilton Mountain Resort;Mountain Resort description;info756@hotel.com;Ukraine;Odesa;Shevchenka;3;Double;4;280;173;2024-01-06;2024-01-07;checked-in;2;Good hotel;2024-01-06
757;Accor;Accor Sea View;Sea View description;info757@hotel.com;Ukraine;Lviv;Shevchenka;47;Double;2;176;197;2024-05-11;2024-05-17;checked-out;1;Good hotel;2024-05-11
758;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info758@hotel.com;Ukraine;Kyiv;Shevchenka;47;Suite;2;50;255;2024-04-20;2024-04-27;pending;5;Good hotel;2024-04-20
759;Hilton;Hilton Sea View;Sea View description;info759@hotel.com;Ukraine;Lviv;Shevchenka;61;Double;4;213;173;2024-06-18;2024-06-20;checked-out;3;Good hotel;2024-06-18
760;Radisson;Radisson City Inn;City Inn description;info760@hotel.com;Ukraine;Dnipro;Shevchenka;84;Single;1;106;59;2024-08-12;2024-08-14;checked-out;1;Good hotel;2024-08-12
761;Hilton;Hilton Grand Hotel;Grand Hotel description;info761@hotel.com;Ukraine;Odesa;Shevchenka;51;Single;1;223;245;2024-01-16;2024-01-23;checked-in;1;Good hotel;2024-01-16
762;Radisson;Radisson City Inn;City Inn description;info762@hotel.com;Ukraine;Lviv;Shevchenka;52;Double;2;294;351;2024-02-25;2024-03-03;checked-out;5;Good hotel;2024-02-25
763;Accor;Accor City Inn;City Inn description;info763@hotel.com;Ukraine;Odesa;Shevchenka;28;Single;4;185;275;2024-03-14;2024-03-21;checked-in;3;Good hotel;2024-03-14
764;Accor;Accor City Inn;City Inn description;info764@hotel.com;Ukraine;Dnipro;Shevchenka;99;Single;2;88;13;2024-09-02;2024-09-05;checked-out;4;Good hotel;2024-09-02
765;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info765@hotel.com;Ukraine;Lviv;Shevchenka;33;Double;4;156;292;2024-08-29;2024-08-30;confirmed;5;Good hotel;2024-08-29
766;Accor;Accor Mountain Resort;Mountain Resort description;info766@hotel.com;Ukraine;Odesa;Shevchenka;1;Double;1;241;170;2024-03-01;2024-03-03;checked-out;2;Good hotel;2024-03-01
767;Radisson;Radisson City Inn;City Inn description;info767@hotel.com;Ukraine;Lviv;Shevchenka;24;Double;1;55;246;2024-09-29;2024-10-04;checked-in;4;Good hotel;2024-09-29
768;Hyatt;Hyatt City Inn;City Inn description;info768@hotel.com;Ukraine;Odesa;Shevchenka;94;Single;1;252;457;2024-03-21;2024-03-26;confirmed;3;Good hotel;2024-03-21
769;Accor;Accor Sea View;Sea View description;info769@hotel.com;Ukraine;Dnipro;Shevchenka;30;Suite;2;82;261;2024-12-13;2024-12-16;checked-in;3;Good hotel;2024-12-13
770;Radisson;Radisson Mountain Resort;Mountain Resort description;info770@hotel.com;Ukraine;Kyiv;Shevchenka;81;Single;3;201;397;2024-10-21;2024-10-27;checked-out;1;Good hotel;2024-10-21
771;Accor;Accor City Inn;City Inn description;info771@hotel.com;Ukraine;Lviv;Shevchenka;29;Single;1;64;371;2024-01-29;2024-01-30;confirmed;1;Good hotel;2024-01-29
772;Hilton;Hilton Grand Hotel;Grand Hotel description;info772@hotel.com;Ukraine;Odesa;Shevchenka;94;Double;2;130;446;2024-02-27;2024-03-03;pending;5;Good hotel;2024-02-27
773;Radisson;Radisson City Inn;City Inn description;info773@hotel.com;Ukraine;Kyiv;Shevchenka;8;Double;2;144;380;2024-06-02;2024-06-07;confirmed;1;Good hotel;2024-06-02
774;Hyatt;Hyatt City Inn;City Inn description;info774@hotel.com;Ukraine;Odesa;Shevchenka;22;Single;3;293;289;2024-12-11;2024-12-16;confirmed;5;Good hotel;2024-12-11
775;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info775@hotel.com;Ukraine;Odesa;Shevchenka;34;Single;1;94;55;2024-11-21;2024-11-24;checked-in;3;Good hotel;2024-11-21
776;Hilton;Hilton Grand Hotel;Grand Hotel description;info776@hotel.com;Ukraine;Lviv;Shevchenka;84;Single;4;218;9;2024-01-23;2024-01-30;checked-out;3;Good hotel;2024-01-23
777;Accor;Accor Grand Hotel;Grand Hotel description;info777@hotel.com;Ukraine;Dnipro;Shevchenka;61;Double;4;278;177;2024-11-01;2024-11-04;checked-out;2;Good hotel;2024-11-01
778;Radisson;Radisson Grand Hotel;Grand Hotel description;info778@hotel.com;Ukraine;Kyiv;Shevchenka;31;Single;1;199;72;2024-06-15;2024-06-16;checked-out;4;Good hotel;2024-06-15
779;Hilton;Hilton Mountain Resort;Mountain Resort description;info779@hotel.com;Ukraine;Dnipro;Shevchenka;2;Suite;1;202;395;2024-11-01;2024-11-06;checked-in;5;Good hotel;2024-11-01
780;Accor;Accor Grand Hotel;Grand Hotel description;info780@hotel.com;Ukraine;Kyiv;Shevchenka;25;Single;3;289;162;2024-08-19;2024-08-26;checked-in;4;Good hotel;2024-08-19
781;Marriott;Marriott Sea View;Sea View description;info781@hotel.com;Ukraine;Dnipro;Shevchenka;61;Single;2;219;75;2024-07-01;2024-07-02;checked-in;2;Good hotel;2024-07-01
782;Hilton;Hilton Mountain Resort;Mountain Resort description;info782@hotel.com;Ukraine;Kyiv;Shevchenka;74;Suite;1;147;460;2024-01-06;2024-01-07;confirmed;2;Good hotel;2024-01-06
783;Accor;Accor Sea View;Sea View description;info783@hotel.com;Ukraine;Lviv;Shevchenka;47;Double;3;285;63;2024-04-05;2024-04-11;checked-out;4;Good hotel;2024-04-05
784;Marriott;Marriott City Inn;City Inn description;info784@hotel.com;Ukraine;Lviv;Shevchenka;65;Single;3;146;206;2024-01-14;2024-01-19;checked-out;5;Good hotel;2024-01-14
785;Marriott;Marriott City Inn;City Inn description;info785@hotel.com;Ukraine;Kyiv;Shevchenka;27;Suite;1;53;57;2024-04-25;2024-05-01;pending;1;Good hotel;2024-04-25
786;Marriott;Marriott City Inn;City Inn description;info786@hotel.com;Ukraine;Kyiv;Shevchenka;38;Suite;4;273;139;2024-12-14;2024-12-16;confirmed;5;Good hotel;2024-12-14
787;Hilton;Hilton Mountain Resort;Mountain Resort description;info787@hotel.com;Ukraine;Odesa;Shevchenka;36;Single;1;188;17;2024-03-07;2024-03-13;checked-out;3;Good hotel;2024-03-07
788;Radisson;Radisson Sea View;Sea View description;info788@hotel.com;Ukraine;Odesa;Shevchenka;5;Suite;1;247;226;2024-10-20;2024-10-26;checked-out;3;Good hotel;2024-10-20
789;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info789@hotel.com;Ukraine;Kyiv;Shevchenka;70;Single;3;140;278;2024-12-28;2025-01-04;pending;1;Good hotel;2024-12-28
790;Radisson;Radisson City Inn;City Inn description;info790@hotel.com;Ukraine;Dnipro;Shevchenka;60;Double;1;113;276;2024-06-15;2024-06-21;checked-in;3;Good hotel;2024-06-15
791;Marriott;Marriott City Inn;City Inn description;info791@hotel.com;Ukraine;Kyiv;Shevchenka;74;Double;1;161;325;2024-09-15;2024-09-21;pending;1;Good hotel;2024-09-15
792;Radisson;Radisson Sea View;Sea View description;info792@hotel.com;Ukraine;Kyiv;Shevchenka;21;Single;2;157;361;2024-11-15;2024-11-20;checked-in;2;Good hotel;2024-11-15
793;Marriott;Marriott Grand Hotel;Grand Hotel description;info793@hotel.com;Ukraine;Lviv;Shevchenka;84;Single;3;96;47;2024-10-30;2024-11-05;checked-in;3;Good hotel;2024-10-30
794;Hyatt;Hyatt City Inn;City Inn description;info794@hotel.com;Ukraine;Dnipro;Shevchenka;68;Double;1;170;124;2024-06-24;2024-06-27;checked-in;2;Good hotel;2024-06-24
795;Accor;Accor Sea View;Sea View description;info795@hotel.com;Ukraine;Odesa;Shevchenka;2;Single;2;136;302;2024-03-27;2024-04-03;checked-in;2;Good hotel;2024-03-27
796;Hilton;Hilton City Inn;City Inn description;info796@hotel.com;Ukraine;Lviv;Shevchenka;3;Double;1;230;185;2024-04-10;2024-04-11;confirmed;1;Good hotel;2024-04-10
797;Radisson;Radisson Sea View;Sea View description;info797@hotel.com;Ukraine;Lviv;Shevchenka;12;Suite;2;242;353;2024-12-26;2025-01-02;checked-in;3;Good hotel;2024-12-26
798;Marriott;Marriott Grand Hotel;Grand Hotel description;info798@hotel.com;Ukraine;Dnipro;Shevchenka;88;Suite;3;189;99;2024-07-01;2024-07-08;checked-out;3;Good hotel;2024-07-01
799;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info799@hotel.com;Ukraine;Odesa;Shevchenka;9;Double;3;97;105;2024-06-02;2024-06-08;checked-out;1;Good hotel;2024-06-02
800;Marriott;Marriott Mountain Resort;Mountain Resort description;info800@hotel.com;Ukraine;Odesa;Shevchenka;40;Suite;2;251;237;2024-08-07;2024-08-09;checked-in;4;Good hotel;2024-08-07
801;Radisson;Radisson Grand Hotel;Grand Hotel description;info801@hotel.com;Ukraine;Kyiv;Shevchenka;80;Suite;4;95;413;2024-11-24;2024-12-01;pending;4;Good hotel;2024-11-24
802;Accor;Accor City Inn;City Inn description;info802@hotel.com;Ukraine;Odesa;Shevchenka;78;Single;4;102;422;2024-06-06;2024-06-13;confirmed;4;Good hotel;2024-06-06
803;Radisson;Radisson Mountain Resort;Mountain Resort description;info803@hotel.com;Ukraine;Lviv;Shevchenka;56;Single;4;61;476;2024-01-01;2024-01-03;pending;3;Good hotel;2024-01-01
804;Hilton;Hilton Sea View;Sea View description;info804@hotel.com;Ukraine;Lviv;Shevchenka;41;Single;1;143;392;2024-11-24;2024-11-29;checked-out;3;Good hotel;2024-11-24
805;Hilton;Hilton Mountain Resort;Mountain Resort description;info805@hotel.com;Ukraine;Odesa;Shevchenka;59;Suite;3;162;371;2024-09-19;2024-09-24;checked-out;5;Good hotel;2024-09-19
806;Radisson;Radisson Mountain Resort;Mountain Resort description;info806@hotel.com;Ukraine;Odesa;Shevchenka;22;Double;2;127;440;2024-06-10;2024-06-14;pending;4;Good hotel;2024-06-10
807;Hilton;Hilton Sea View;Sea View description;info807@hotel.com;Ukraine;Dnipro;Shevchenka;47;Suite;4;237;362;2024-09-26;2024-10-03;confirmed;3;Good hotel;2024-09-26
808;Marriott;Marriott City Inn;City Inn description;info808@hotel.com;Ukraine;Lviv;Shevchenka;86;Suite;2;181;204;2024-02-04;2024-02-11;confirmed;1;Good hotel;2024-02-04
809;Marriott;Marriott Sea View;Sea View description;info809@hotel.com;Ukraine;Odesa;Shevchenka;97;Double;2;141;209;2024-04-15;2024-04-16;checked-out;2;Good hotel;2024-04-15
810;Radisson;Radisson City Inn;City Inn description;info810@hotel.com;Ukraine;Dnipro;Shevchenka;54;Single;1;77;165;2024-03-25;2024-03-27;pending;3;Good hotel;2024-03-25
811;Marriott;Marriott Mountain Resort;Mountain Resort description;info811@hotel.com;Ukraine;Lviv;Shevchenka;2;Single;1;242;456;2024-06-30;2024-07-05;confirmed;4;Good hotel;2024-06-30
812;Radisson;Radisson Grand Hotel;Grand Hotel description;info812@hotel.com;Ukraine;Odesa;Shevchenka;28;Single;2;113;433;2024-10-28;2024-10-29;pending;4;Good hotel;2024-10-28
813;Radisson;Radisson Sea View;Sea View description;info813@hotel.com;Ukraine;Lviv;Shevchenka;88;Suite;2;248;31;2024-01-18;2024-01-24;pending;4;Good hotel;2024-01-18
814;Marriott;Marriott Grand Hotel;Grand Hotel description;info814@hotel.com;Ukraine;Odesa;Shevchenka;43;Single;4;57;180;2024-02-18;2024-02-24;checked-out;1;Good hotel;2024-02-18
815;Accor;Accor City Inn;City Inn description;info815@hotel.com;Ukraine;Odesa;Shevchenka;56;Double;1;179;355;2024-03-22;2024-03-29;confirmed;4;Good hotel;2024-03-22
816;Hyatt;Hyatt City Inn;City Inn description;info816@hotel.com;Ukraine;Dnipro;Shevchenka;72;Single;1;191;141;2024-06-27;2024-06-28;checked-in;3;Good hotel;2024-06-27
817;Radisson;Radisson Sea View;Sea View description;info817@hotel.com;Ukraine;Lviv;Shevchenka;81;Suite;2;229;147;2024-05-29;2024-05-30;pending;5;Good hotel;2024-05-29
818;Radisson;Radisson Mountain Resort;Mountain Resort description;info818@hotel.com;Ukraine;Dnipro;Shevchenka;25;Suite;4;146;200;2024-06-12;2024-06-16;checked-in;1;Good hotel;2024-06-12
819;Radisson;Radisson Mountain Resort;Mountain Resort description;info819@hotel.com;Ukraine;Kyiv;Shevchenka;20;Suite;4;181;151;2024-04-27;2024-05-02;checked-out;4;Good hotel;2024-04-27
820;Accor;Accor City Inn;City Inn description;info820@hotel.com;Ukraine;Odesa;Shevchenka;45;Single;2;278;260;2024-10-07;2024-10-12;pending;5;Good hotel;2024-10-07
821;Accor;Accor Grand Hotel;Grand Hotel description;info821@hotel.com;Ukraine;Lviv;Shevchenka;94;Suite;2;70;182;2024-11-09;2024-11-10;pending;1;Good hotel;2024-11-09
822;Radisson;Radisson Grand Hotel;Grand Hotel description;info822@hotel.com;Ukraine;Kyiv;Shevchenka;30;Double;1;277;148;2024-03-27;2024-04-01;confirmed;1;Good hotel;2024-03-27
823;Marriott;Marriott Grand Hotel;Grand Hotel description;info823@hotel.com;Ukraine;Odesa;Shevchenka;2;Suite;3;291;311;2024-02-23;2024-02-28;checked-in;1;Good hotel;2024-02-23
824;Hyatt;Hyatt Sea View;Sea View description;info824@hotel.com;Ukraine;Lviv;Shevchenka;32;Double;1;205;316;2024-09-06;2024-09-11;pending;1;Good hotel;2024-09-06
825;Hilton;Hilton Sea View;Sea View description;info825@hotel.com;Ukraine;Dnipro;Shevchenka;62;Double;1;113;489;2024-07-20;2024-07-27;checked-out;5;Good hotel;2024-07-20
826;Hilton;Hilton City Inn;City Inn description;info826@hotel.com;Ukraine;Dnipro;Shevchenka;63;Suite;3;190;451;2024-04-05;2024-04-11;pending;3;Good hotel;2024-04-05
827;Accor;Accor Sea View;Sea View description;info827@hotel.com;Ukraine;Dnipro;Shevchenka;32;Double;3;69;12;2024-07-05;2024-07-12;confirmed;1;Good hotel;2024-07-05
828;Hilton;Hilton Sea View;Sea View description;info828@hotel.com;Ukraine;Kyiv;Shevchenka;67;Suite;4;62;267;2024-07-30;2024-07-31;pending;2;Good hotel;2024-07-30
829;Hilton;Hilton Grand Hotel;Grand Hotel description;info829@hotel.com;Ukraine;Lviv;Shevchenka;43;Suite;1;54;157;2024-12-17;2024-12-18;confirmed;3;Good hotel;2024-12-17
830;Hyatt;Hyatt City Inn;City Inn description;info830@hotel.com;Ukraine;Lviv;Shevchenka;24;Single;3;185;244;2024-04-26;2024-04-28;pending;1;Good hotel;2024-04-26
831;Accor;Accor Sea View;Sea View description;info831@hotel.com;Ukraine;Dnipro;Shevchenka;71;Double;2;117;213;2024-12-01;2024-12-04;pending;5;Good hotel;2024-12-01
832;Accor;Accor City Inn;City Inn description;info832@hotel.com;Ukraine;Odesa;Shevchenka;61;Suite;2;147;245;2024-10-08;2024-10-14;checked-out;1;Good hotel;2024-10-08
833;Hilton;Hilton City Inn;City Inn description;info833@hotel.com;Ukraine;Dnipro;Shevchenka;33;Suite;4;101;85;2024-01-06;2024-01-08;checked-in;2;Good hotel;2024-01-06
834;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info834@hotel.com;Ukraine;Lviv;Shevchenka;62;Single;2;81;178;2024-12-20;2024-12-26;confirmed;3;Good hotel;2024-12-20
835;Accor;Accor Sea View;Sea View description;info835@hotel.com;Ukraine;Kyiv;Shevchenka;50;Single;4;153;16;2024-07-09;2024-07-11;checked-in;1;Good hotel;2024-07-09
836;Marriott;Marriott Grand Hotel;Grand Hotel description;info836@hotel.com;Ukraine;Dnipro;Shevchenka;73;Double;2;228;301;2024-12-02;2024-12-08;checked-out;1;Good hotel;2024-12-02
837;Marriott;Marriott Grand Hotel;Grand Hotel description;info837@hotel.com;Ukraine;Dnipro;Shevchenka;23;Single;2;257;491;2024-11-11;2024-11-18;checked-in;3;Good hotel;2024-11-11
838;Marriott;Marriott City Inn;City Inn description;info838@hotel.com;Ukraine;Odesa;Shevchenka;64;Suite;2;54;230;2024-10-03;2024-10-06;checked-out;3;Good hotel;2024-10-03
839;Hilton;Hilton City Inn;City Inn description;info839@hotel.com;Ukraine;Dnipro;Shevchenka;93;Double;4;279;108;2024-01-04;2024-01-06;checked-in;3;Good hotel;2024-01-04
840;Hilton;Hilton Sea View;Sea View description;info840@hotel.com;Ukraine;Kyiv;Shevchenka;94;Single;4;87;479;2024-12-16;2024-12-23;checked-in;3;Good hotel;2024-12-16
841;Marriott;Marriott Sea View;Sea View description;info841@hotel.com;Ukraine;Lviv;Shevchenka;71;Double;2;85;260;2024-01-16;2024-01-20;checked-out;3;Good hotel;2024-01-16
842;Hilton;Hilton Sea View;Sea View description;info842@hotel.com;Ukraine;Odesa;Shevchenka;7;Single;1;125;64;2024-07-07;2024-07-14;confirmed;3;Good hotel;2024-07-07
843;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info843@hotel.com;Ukraine;Odesa;Shevchenka;41;Single;2;68;141;2024-01-16;2024-01-18;pending;2;Good hotel;2024-01-16
844;Marriott;Marriott Sea View;Sea View description;info844@hotel.com;Ukraine;Odesa;Shevchenka;15;Double;1;124;499;2024-04-11;2024-04-14;checked-out;4;Good hotel;2024-04-11
845;Radisson;Radisson City Inn;City Inn description;info845@hotel.com;Ukraine;Odesa;Shevchenka;8;Single;3;81;145;2024-01-19;2024-01-21;checked-in;4;Good hotel;2024-01-19
846;Radisson;Radisson Mountain Resort;Mountain Resort description;info846@hotel.com;Ukraine;Lviv;Shevchenka;90;Single;1;156;43;2024-05-02;2024-05-03;checked-in;1;Good hotel;2024-05-02
847;Hilton;Hilton City Inn;City Inn description;info847@hotel.com;Ukraine;Lviv;Shevchenka;65;Suite;4;82;51;2024-11-24;2024-11-28;confirmed;1;Good hotel;2024-11-24
848;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info848@hotel.com;Ukraine;Dnipro;Shevchenka;75;Double;2;151;62;2024-11-29;2024-12-03;confirmed;5;Good hotel;2024-11-29
849;Accor;Accor Grand Hotel;Grand Hotel description;info849@hotel.com;Ukraine;Odesa;Shevchenka;87;Double;3;265;220;2024-11-07;2024-11-12;confirmed;3;Good hotel;2024-11-07
850;Marriott;Marriott Mountain Resort;Mountain Resort description;info850@hotel.com;Ukraine;Dnipro;Shevchenka;42;Single;2;71;34;2024-09-23;2024-09-30;checked-in;3;Good hotel;2024-09-23
851;Hyatt;Hyatt City Inn;City Inn description;info851@hotel.com;Ukraine;Lviv;Shevchenka;28;Suite;1;145;9;2024-09-19;2024-09-22;checked-out;4;Good hotel;2024-09-19
852;Marriott;Marriott Grand Hotel;Grand Hotel description;info852@hotel.com;Ukraine;Lviv;Shevchenka;89;Suite;4;152;297;2024-10-15;2024-10-16;checked-in;1;Good hotel;2024-10-15
853;Marriott;Marriott Grand Hotel;Grand Hotel description;info853@hotel.com;Ukraine;Kyiv;Shevchenka;35;Single;4;220;393;2024-02-11;2024-02-18;checked-in;4;Good hotel;2024-02-11
854;Accor;Accor Mountain Resort;Mountain Resort description;info854@hotel.com;Ukraine;Dnipro;Shevchenka;1;Suite;2;126;471;2024-05-31;2024-06-07;confirmed;1;Good hotel;2024-05-31
855;Radisson;Radisson Sea View;Sea View description;info855@hotel.com;Ukraine;Kyiv;Shevchenka;29;Single;3;219;169;2024-12-12;2024-12-14;checked-in;2;Good hotel;2024-12-12
856;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info856@hotel.com;Ukraine;Lviv;Shevchenka;3;Double;4;204;266;2024-01-15;2024-01-17;checked-out;3;Good hotel;2024-01-15
